Railroad_ID,Company_Name,Track_Length_km,Number_of_Trains,Daily_Passengers,Cargo_Tonnage_Tons,Accidents_2023,Maintenance_Expenses_USD,Revenue_USD,Region,On_Time_Performance_Percent,Year_Founded,Number_of_Employees,Fleet_Size,Headquarters,Electric_Locomotives,Diesel_Locomotives,High_Speed_Trains,Safety_Compliance_Score,Route_Count
6213.0,,100.0,217.0,5000,46151.0,10.0,169702.9,107724.13,,99.63,1900,3548.0,488.0,,0.0,84.0,0.0,8.8,30.0
8990.0,CSX,300.0,86.0,,34666.0,3.0,142126.7,243412.89,Northeast,99.41,1950,2108.0,50.0,,,16.0,0.0,8.7,19.0
7227.0,Amtrak,400.0,283.0,,31396.0,11.0,171025.95,663670.23,,82.55,1850,2262.0,31.0,Chicago,0.0,30.0,0.0,9.7,10.0
,Canadian National,200.0,228.0,2000,46684.0,2.0,456012.22,217612.39,West,83.52,1900,4772.0,432.0,New York,0.0,49.0,0.0,5.5,23.0
9796.0,Amtrak,400.0,106.0,2000,19802.0,,165788.22,432932.91,Midwest,70.89,2000,9761.0,32.0,Atlanta,0.0,,0.0,5.6,15.0
1968.0,CSX,200.0,282.0,2000,25684.0,19.0,261203.18,699742.09,Midwest,70.89,2000,5174.0,321.0,Chicago,0.0,13.0,0.0,3.5,39.0
1436.0,CSX,,385.0,5000,41501.0,5.0,,103187.96,,69.24,,3519.0,163.0,,1.0,87.0,1.0,8.5,19.0
2809.0,Amtrak,100.0,121.0,8000,1372.0,14.0,383865.23,102378.76,Northeast,79.41,1900,5520.0,342.0,Chicago,1.0,60.0,0.0,0.7,23.0
7546.0,BNSF,,244.0,10000,9833.0,0.0,189653.15,431261.07,Northeast,94.15,1850,3635.0,98.0,Chicago,0.0,12.0,,5.2,
9107.0,BNSF,100.0,52.0,2000,28867.0,,166462.64,985295.25,West,78.26,1950,5328.0,413.0,Chicago,0.0,21.0,0.0,9.4,15.0
6505.0,Canadian National,,251.0,10000,2220.0,1.0,216619.7,278706.19,Southeast,,,5093.0,279.0,Chicago,0.0,28.0,0.0,7.0,48.0
6257.0,BNSF,400.0,240.0,,18933.0,5.0,95427.42,500391.29,Midwest,,1900,1027.0,378.0,New York,0.0,69.0,0.0,3.6,21.0
,,300.0,445.0,5000,31409.0,1.0,295531.04,711446.24,,72.74,2000,7639.0,129.0,Chicago,0.0,93.0,0.0,5.1,21.0
9484.0,Union Pacific,200.0,256.0,2000,36627.0,14.0,379068.48,444170.07,,91.4,1950,956.0,447.0,Los Angeles,0.0,74.0,0.0,2.0,26.0
1461.0,Amtrak,100.0,160.0,8000,,4.0,155805.24,638587.97,Southeast,79.1,1950,8336.0,389.0,Los Angeles,0.0,12.0,0.0,8.2,30.0
4233.0,Union Pacific,200.0,396.0,5000,24214.0,19.0,90529.04,138463.85,Midwest,86.56,1950,699.0,,Chicago,0.0,95.0,0.0,5.7,24.0
6202.0,Union Pacific,300.0,100.0,,8003.0,13.0,429877.3,563757.97,West,66.94,1850,6552.0,10.0,Atlanta,0.0,98.0,0.0,0.4,31.0
3939.0,,,287.0,10000,22760.0,,447276.29,361754.35,Northeast,74.18,1950,6315.0,269.0,Los Angeles,1.0,34.0,0.0,0.8,48.0
1088.0,Amtrak,400.0,444.0,5000,16611.0,12.0,437336.73,933698.64,Northeast,90.14,,562.0,291.0,Atlanta,0.0,17.0,0.0,,28.0
2663.0,Union Pacific,200.0,183.0,10000,12453.0,7.0,240771.91,575437.88,Southeast,79.38,,973.0,373.0,New York,0.0,,0.0,8.3,29.0
4301.0,Canadian National,,445.0,2000,47722.0,14.0,113879.88,397987.23,,72.76,1900,1599.0,167.0,New York,1.0,97.0,0.0,5.6,46.0
6137.0,Canadian National,100.0,330.0,,5376.0,19.0,360078.96,337002.0,West,88.1,1900,9143.0,132.0,Chicago,0.0,54.0,0.0,5.9,47.0
7029.0,Amtrak,200.0,275.0,8000,,12.0,95417.46,180427.9,Southeast,80.11,1850,3744.0,236.0,,1.0,,0.0,3.6,46.0
,Norfolk Southern,200.0,75.0,5000,11213.0,5.0,,632733.98,Canada,84.27,1950,6909.0,40.0,Chicago,1.0,74.0,1.0,6.9,7.0
4749.0,Norfolk Southern,100.0,265.0,10000,38433.0,,147910.28,263892.78,West,90.11,,1642.0,91.0,Los Angeles,0.0,,,9.2,
5971.0,,300.0,491.0,,36598.0,6.0,98584.45,912626.22,Midwest,69.2,,3465.0,285.0,New York,0.0,67.0,0.0,3.1,32.0
7845.0,Amtrak,,129.0,,,10.0,50801.39,947495.57,West,77.95,1850,4194.0,103.0,Los Angeles,0.0,66.0,0.0,8.3,33.0
5433.0,Amtrak,200.0,341.0,2000,,3.0,279187.27,517723.99,Midwest,96.98,2000,3822.0,65.0,New York,0.0,28.0,0.0,7.3,43.0
1265.0,Amtrak,,469.0,5000,39360.0,13.0,438755.4,434168.24,Northeast,89.15,,3664.0,100.0,Los Angeles,0.0,55.0,0.0,8.4,31.0
3850.0,BNSF,400.0,70.0,2000,7780.0,9.0,386617.75,479945.71,Southeast,64.52,1950,2973.0,32.0,,0.0,47.0,0.0,6.3,9.0
,Amtrak,,271.0,2000,17621.0,7.0,167598.56,390351.62,Canada,63.53,2000,9751.0,286.0,New York,0.0,36.0,0.0,7.3,46.0
7503.0,Canadian National,,,2000,48167.0,11.0,116766.03,928863.94,Canada,,1950,1279.0,212.0,Atlanta,0.0,51.0,0.0,2.5,3.0
8157.0,Canadian National,100.0,389.0,,48290.0,,481440.53,951659.4,Northeast,85.74,1950,9247.0,493.0,Los Angeles,0.0,42.0,0.0,8.1,29.0
5416.0,CSX,,423.0,10000,,5.0,422293.5,450674.08,Northeast,87.14,,937.0,62.0,,1.0,29.0,0.0,3.2,1.0
1849.0,Norfolk Southern,300.0,109.0,10000,39031.0,5.0,330583.8,887010.62,Midwest,80.57,1950,5131.0,138.0,Atlanta,1.0,12.0,,3.7,24.0
5814.0,Norfolk Southern,,411.0,8000,34015.0,12.0,207621.56,664713.92,Canada,87.98,1850,8419.0,394.0,New York,0.0,97.0,0.0,3.1,32.0
4764.0,,400.0,291.0,8000,31032.0,11.0,404545.77,853515.14,Midwest,96.73,,6396.0,191.0,New York,0.0,65.0,0.0,6.6,48.0
8379.0,Amtrak,,495.0,10000,37506.0,7.0,219119.71,568933.72,Midwest,77.07,1950,9341.0,330.0,New York,0.0,20.0,0.0,6.5,48.0
4274.0,Norfolk Southern,100.0,428.0,2000,30840.0,7.0,364627.57,205269.25,Midwest,,1850,,64.0,Chicago,0.0,11.0,0.0,5.7,41.0
1716.0,,,68.0,,25144.0,2.0,295005.26,490014.65,Canada,80.31,2000,1547.0,88.0,,0.0,31.0,0.0,4.0,13.0
6080.0,Amtrak,100.0,444.0,2000,17211.0,17.0,297751.32,556387.89,,,1850,3350.0,105.0,Los Angeles,0.0,75.0,0.0,9.3,27.0
1895.0,,300.0,127.0,2000,14441.0,9.0,289203.59,736155.19,Midwest,90.02,,8977.0,135.0,New York,0.0,47.0,0.0,5.6,2.0
3543.0,Norfolk Southern,300.0,405.0,2000,47198.0,3.0,488465.91,805477.43,,86.65,1950,,308.0,Los Angeles,0.0,41.0,1.0,3.0,15.0
8771.0,CSX,100.0,,5000,14731.0,1.0,455008.96,203409.0,Midwest,78.15,,8044.0,435.0,Chicago,0.0,,0.0,6.1,33.0
5637.0,,300.0,490.0,5000,4350.0,8.0,250104.17,686403.8,Southeast,90.67,1950,9164.0,15.0,New York,0.0,45.0,0.0,9.4,9.0
9066.0,Union Pacific,100.0,263.0,2000,42307.0,10.0,474158.74,549324.64,Northeast,97.16,1950,,346.0,Los Angeles,0.0,34.0,0.0,,49.0
4553.0,CSX,200.0,177.0,8000,,15.0,344294.73,595325.91,Northeast,62.54,1900,,326.0,Atlanta,1.0,45.0,0.0,9.8,6.0
2349.0,,,156.0,8000,21465.0,13.0,428666.82,260752.54,Southeast,94.95,2000,5459.0,477.0,Los Angeles,0.0,69.0,0.0,1.8,18.0
3986.0,Norfolk Southern,200.0,230.0,10000,12180.0,12.0,416521.33,189506.77,Canada,78.0,1950,8526.0,129.0,,0.0,94.0,0.0,7.4,42.0
8196.0,,300.0,243.0,,19994.0,11.0,482545.29,377574.14,Canada,,1900,7247.0,146.0,New York,0.0,68.0,0.0,1.9,22.0
3122.0,Canadian National,100.0,445.0,5000,19763.0,0.0,139609.9,362119.75,Northeast,61.45,1850,4814.0,233.0,,1.0,19.0,0.0,1.7,29.0
9689.0,,100.0,367.0,2000,33080.0,2.0,366491.47,376330.46,Southeast,68.41,,5589.0,227.0,New York,0.0,21.0,0.0,8.0,44.0
9046.0,CSX,100.0,94.0,5000,19344.0,16.0,474883.45,996729.28,West,88.1,1950,133.0,163.0,Atlanta,1.0,92.0,0.0,9.3,22.0
9913.0,Canadian National,100.0,106.0,10000,40387.0,3.0,78467.73,584480.37,Southeast,76.27,,7508.0,65.0,New York,0.0,74.0,0.0,9.3,9.0
2363.0,Norfolk Southern,,435.0,8000,40909.0,8.0,465493.83,912736.19,Canada,73.92,,6251.0,342.0,Los Angeles,0.0,52.0,0.0,6.7,49.0
1307.0,BNSF,400.0,406.0,8000,40404.0,19.0,469960.65,700152.79,Canada,62.98,1900,3670.0,,Atlanta,0.0,80.0,0.0,8.9,46.0
3751.0,Amtrak,200.0,232.0,,1906.0,6.0,278350.91,180596.4,,89.09,1950,7463.0,368.0,Atlanta,0.0,61.0,0.0,9.4,49.0
8782.0,Union Pacific,300.0,324.0,,35766.0,7.0,361173.62,471947.99,Midwest,66.22,1950,3664.0,230.0,Atlanta,0.0,51.0,0.0,3.5,25.0
2264.0,Canadian National,100.0,366.0,10000,12676.0,11.0,56608.19,614766.07,Southeast,75.47,1900,9851.0,391.0,,0.0,23.0,0.0,8.0,32.0
6339.0,BNSF,200.0,,,5505.0,16.0,60016.22,765537.34,West,69.0,,,150.0,New York,0.0,11.0,0.0,0.0,34.0
8503.0,Canadian National,,54.0,10000,41906.0,11.0,57822.45,681089.43,Midwest,84.79,2000,2259.0,234.0,Atlanta,0.0,61.0,1.0,0.1,31.0
6848.0,Amtrak,200.0,203.0,5000,39787.0,8.0,252927.2,848188.14,Northeast,80.82,1950,2182.0,355.0,New York,0.0,84.0,1.0,2.3,7.0
1493.0,Amtrak,300.0,468.0,2000,38235.0,4.0,101626.14,719852.68,Canada,68.3,1950,2083.0,,,1.0,12.0,0.0,7.9,3.0
3021.0,,100.0,68.0,8000,35300.0,12.0,404971.47,118609.24,Northeast,65.03,1900,,334.0,Chicago,1.0,33.0,,3.1,15.0
2747.0,Union Pacific,300.0,80.0,2000,46500.0,17.0,155455.52,,Midwest,79.72,1850,5969.0,62.0,,,35.0,0.0,7.9,19.0
,CSX,100.0,477.0,5000,37896.0,14.0,121664.33,,Midwest,80.45,1950,9780.0,276.0,,1.0,12.0,0.0,9.7,10.0
4302.0,Amtrak,400.0,196.0,,22114.0,4.0,204894.66,614604.05,Southeast,65.57,2000,9169.0,340.0,Chicago,0.0,22.0,0.0,4.6,3.0
8127.0,Union Pacific,300.0,411.0,8000,21163.0,15.0,150260.61,289938.63,Canada,77.78,1900,9281.0,247.0,,0.0,,1.0,7.2,21.0
6022.0,Canadian National,200.0,386.0,,23243.0,8.0,376284.14,348325.29,Midwest,99.59,2000,4740.0,443.0,,0.0,20.0,0.0,2.2,11.0
7155.0,Canadian National,400.0,445.0,2000,8175.0,0.0,211703.99,431783.4,Midwest,74.83,1950,1468.0,494.0,Los Angeles,0.0,41.0,0.0,8.9,40.0
7409.0,Canadian National,300.0,468.0,,9661.0,6.0,399997.57,583000.1,Canada,87.63,,2024.0,398.0,New York,0.0,42.0,0.0,5.9,8.0
6254.0,,100.0,395.0,10000,46844.0,18.0,417230.97,999064.28,Midwest,67.2,1900,4067.0,451.0,,0.0,11.0,0.0,4.7,3.0
9948.0,Canadian National,400.0,491.0,2000,35141.0,9.0,315178.9,961823.43,Canada,95.51,2000,6300.0,,,0.0,84.0,1.0,8.1,48.0
5354.0,Canadian National,100.0,422.0,,9312.0,3.0,330455.81,519682.1,,,1900,2135.0,400.0,Atlanta,0.0,92.0,0.0,1.6,19.0
,Norfolk Southern,,174.0,2000,44195.0,19.0,178183.68,752034.1,West,69.69,2000,1553.0,97.0,,0.0,21.0,0.0,4.0,10.0
3516.0,Amtrak,200.0,377.0,,43845.0,11.0,340324.18,261651.17,Midwest,84.17,1900,1002.0,358.0,Chicago,0.0,97.0,1.0,1.9,39.0
7069.0,,100.0,409.0,,30357.0,15.0,278365.87,409812.68,Canada,84.31,1950,4204.0,283.0,Atlanta,0.0,16.0,0.0,6.0,49.0
8374.0,Amtrak,300.0,74.0,2000,14889.0,17.0,365391.25,919003.27,Canada,71.45,1900,2068.0,221.0,New York,0.0,26.0,0.0,8.4,11.0
9838.0,CSX,,202.0,5000,31742.0,,350993.52,220221.9,Northeast,76.24,1900,3691.0,,,1.0,84.0,0.0,0.9,11.0
6208.0,,400.0,286.0,2000,45833.0,2.0,362273.53,867782.58,Northeast,72.73,1850,4793.0,239.0,New York,1.0,,0.0,8.2,27.0
1194.0,CSX,300.0,263.0,8000,29863.0,12.0,434141.46,149183.52,West,95.59,,9796.0,19.0,Los Angeles,0.0,71.0,0.0,,19.0
5291.0,,400.0,190.0,8000,10181.0,6.0,315790.47,367147.53,Midwest,84.15,2000,4468.0,,,0.0,29.0,0.0,7.0,18.0
7210.0,Norfolk Southern,,347.0,5000,15143.0,12.0,400708.96,341356.19,Canada,94.12,1950,3829.0,172.0,New York,0.0,19.0,0.0,3.3,20.0
6130.0,Amtrak,300.0,192.0,,43395.0,7.0,197054.9,635708.36,Midwest,78.89,1900,6998.0,419.0,Los Angeles,0.0,25.0,1.0,1.6,8.0
1321.0,,100.0,72.0,2000,,8.0,406763.59,304540.75,West,60.63,1850,2209.0,65.0,Los Angeles,0.0,61.0,0.0,4.4,39.0
7705.0,CSX,300.0,333.0,,3466.0,1.0,191698.32,280309.96,West,67.74,1900,4940.0,492.0,Los Angeles,0.0,41.0,0.0,2.5,42.0
2702.0,,200.0,161.0,,9328.0,7.0,213540.34,652735.75,West,90.79,1950,2092.0,393.0,Chicago,0.0,11.0,0.0,9.3,7.0
1830.0,,100.0,318.0,8000,26125.0,11.0,443586.71,944548.87,,67.28,1950,5660.0,270.0,Atlanta,0.0,77.0,0.0,7.3,24.0
9380.0,Canadian National,200.0,145.0,2000,15061.0,19.0,163007.49,103262.19,Southeast,94.35,1900,2962.0,321.0,,0.0,29.0,0.0,7.4,22.0
6606.0,Canadian National,300.0,,10000,13370.0,14.0,382161.56,,Midwest,71.97,,2604.0,,Los Angeles,0.0,,0.0,7.8,49.0
1091.0,Amtrak,300.0,221.0,8000,27280.0,19.0,155133.33,392290.71,Southeast,67.71,2000,1168.0,457.0,,0.0,41.0,0.0,9.2,48.0
4877.0,Canadian National,400.0,485.0,,44323.0,19.0,158828.77,279612.86,Northeast,65.29,1950,3987.0,59.0,Atlanta,1.0,18.0,0.0,0.8,15.0
3336.0,Canadian National,300.0,340.0,,44270.0,1.0,321605.14,485935.31,Midwest,85.94,,4413.0,491.0,Los Angeles,0.0,86.0,0.0,6.8,22.0
8676.0,Union Pacific,100.0,352.0,10000,44545.0,13.0,65825.04,997585.96,Canada,94.83,2000,8495.0,463.0,Chicago,0.0,27.0,0.0,9.2,27.0
2580.0,BNSF,200.0,284.0,,39989.0,4.0,342271.92,612464.56,Southeast,82.94,1900,6554.0,143.0,Chicago,0.0,48.0,,0.1,4.0
9366.0,Norfolk Southern,,468.0,5000,5575.0,1.0,381498.12,923261.55,Southeast,78.73,1900,2269.0,302.0,New York,0.0,26.0,0.0,8.1,
6792.0,CSX,200.0,355.0,10000,4878.0,1.0,461511.18,723570.4,Canada,,,9264.0,82.0,Chicago,1.0,74.0,,2.0,47.0
8746.0,BNSF,400.0,136.0,,22065.0,8.0,,657275.08,West,77.04,2000,5937.0,138.0,Chicago,0.0,42.0,,1.4,31.0
1473.0,CSX,,345.0,8000,8973.0,15.0,429593.4,238254.31,,96.96,2000,4060.0,30.0,Los Angeles,1.0,37.0,,2.9,23.0
1269.0,,,382.0,8000,48045.0,0.0,155428.73,487548.96,Northeast,99.94,,853.0,136.0,Los Angeles,1.0,31.0,0.0,4.1,36.0
7550.0,Canadian National,300.0,247.0,5000,24546.0,15.0,190479.13,566648.0,Canada,86.52,1950,6882.0,286.0,Atlanta,0.0,34.0,0.0,3.5,7.0
1693.0,CSX,400.0,270.0,10000,33526.0,15.0,475377.58,833323.36,Midwest,87.52,2000,4894.0,399.0,,0.0,15.0,0.0,1.6,43.0
2415.0,,400.0,347.0,10000,45572.0,8.0,328375.04,809503.22,Southeast,98.05,2000,7682.0,264.0,Los Angeles,1.0,,0.0,0.6,4.0
3083.0,Amtrak,300.0,192.0,,31621.0,3.0,351670.1,896310.96,Canada,60.01,,9394.0,17.0,New York,0.0,13.0,0.0,4.9,49.0
2235.0,Union Pacific,100.0,109.0,,1043.0,18.0,352468.47,846683.77,West,68.7,,6482.0,315.0,,0.0,75.0,0.0,4.9,9.0
4967.0,BNSF,300.0,363.0,2000,,18.0,497994.36,870031.53,Canada,94.74,1950,6121.0,34.0,New York,0.0,20.0,0.0,8.9,6.0
9325.0,Union Pacific,400.0,338.0,5000,30534.0,10.0,369833.63,103380.37,West,,,7530.0,124.0,,0.0,11.0,0.0,4.8,44.0
,Union Pacific,,473.0,,13382.0,6.0,393060.84,260735.29,West,62.28,1950,6481.0,342.0,Chicago,0.0,20.0,0.0,6.5,36.0
7125.0,CSX,100.0,51.0,,43018.0,1.0,461058.17,192350.84,Canada,63.12,1900,1868.0,403.0,,0.0,74.0,1.0,6.3,8.0
7634.0,Amtrak,400.0,466.0,10000,2945.0,18.0,190668.93,200414.12,Northeast,75.61,1950,2364.0,387.0,Atlanta,0.0,86.0,0.0,3.0,19.0
6968.0,CSX,400.0,202.0,,35679.0,16.0,420215.94,195222.77,Southeast,96.0,1950,2902.0,129.0,New York,1.0,77.0,0.0,2.7,4.0
1840.0,Union Pacific,300.0,303.0,8000,7728.0,,61657.83,517978.9,,85.45,1850,2410.0,100.0,Atlanta,0.0,44.0,0.0,3.4,7.0
6083.0,Canadian National,200.0,108.0,5000,2716.0,14.0,103684.51,483511.45,Northeast,96.13,,1653.0,219.0,,0.0,95.0,0.0,2.1,19.0
2461.0,,400.0,460.0,10000,49308.0,9.0,109684.97,468115.35,Midwest,76.41,,7467.0,262.0,Los Angeles,1.0,87.0,1.0,6.5,40.0
5934.0,Norfolk Southern,200.0,489.0,,26606.0,2.0,52492.67,290300.09,West,63.0,2000,442.0,353.0,Los Angeles,1.0,84.0,0.0,6.9,47.0
4472.0,Amtrak,100.0,300.0,10000,5876.0,11.0,246200.51,488360.45,Northeast,71.8,,2792.0,411.0,Chicago,0.0,88.0,0.0,7.6,15.0
,Amtrak,,417.0,2000,41531.0,15.0,494022.59,216972.37,Canada,90.8,1850,5914.0,249.0,Los Angeles,0.0,41.0,0.0,2.7,22.0
7575.0,,,74.0,5000,27354.0,5.0,174980.34,804467.43,West,80.96,,7049.0,441.0,New York,0.0,88.0,,7.3,18.0
5843.0,Union Pacific,200.0,182.0,2000,4772.0,14.0,130963.74,826734.89,,90.63,1950,7605.0,190.0,,0.0,12.0,0.0,4.3,14.0
8739.0,CSX,200.0,292.0,10000,16835.0,8.0,252880.89,858445.24,Southeast,84.0,1950,7264.0,254.0,Los Angeles,0.0,85.0,0.0,7.0,11.0
3509.0,Canadian National,200.0,111.0,10000,10714.0,2.0,381993.62,,Northeast,94.2,1900,2609.0,47.0,Los Angeles,1.0,49.0,0.0,3.3,33.0
7022.0,Norfolk Southern,,476.0,2000,35344.0,17.0,72436.87,132591.51,Southeast,67.42,1850,8550.0,365.0,New York,0.0,69.0,0.0,3.9,47.0
3038.0,BNSF,100.0,153.0,,25794.0,5.0,290582.93,612605.72,,72.24,1950,628.0,112.0,,0.0,69.0,0.0,3.8,21.0
2850.0,,400.0,127.0,,13208.0,6.0,262896.19,318305.51,West,91.89,1950,1190.0,139.0,New York,0.0,83.0,0.0,0.7,15.0
8432.0,Amtrak,,258.0,5000,24773.0,17.0,305643.04,,Northeast,75.18,1950,4692.0,473.0,Chicago,1.0,25.0,0.0,9.9,9.0
9926.0,,400.0,154.0,2000,34448.0,14.0,321897.05,849975.19,West,74.13,2000,,458.0,Los Angeles,0.0,86.0,0.0,6.9,8.0
3453.0,CSX,100.0,140.0,5000,3333.0,0.0,180388.06,309083.16,,85.56,2000,4164.0,86.0,Chicago,0.0,55.0,0.0,,18.0
4016.0,BNSF,100.0,213.0,5000,17768.0,18.0,191018.43,895159.5,West,82.51,1850,,307.0,New York,0.0,35.0,1.0,9.2,24.0
7625.0,,200.0,429.0,8000,3327.0,13.0,244281.3,780530.76,West,68.74,,4639.0,307.0,Atlanta,0.0,75.0,0.0,,33.0
8404.0,,100.0,403.0,5000,20381.0,,488815.75,402043.19,Southeast,70.01,1850,3874.0,256.0,,0.0,36.0,0.0,,46.0
5003.0,Norfolk Southern,100.0,,5000,17127.0,10.0,319563.73,378702.36,,79.14,1950,,216.0,Chicago,0.0,47.0,0.0,6.2,24.0
3313.0,,200.0,164.0,8000,,15.0,123622.57,355820.37,Southeast,80.92,,9754.0,425.0,New York,0.0,18.0,0.0,9.7,18.0
5623.0,,100.0,199.0,5000,9400.0,14.0,123717.64,147273.17,,85.09,,7084.0,409.0,Atlanta,0.0,73.0,0.0,7.3,19.0
4163.0,Canadian National,100.0,282.0,5000,33862.0,4.0,359755.16,139411.37,Southeast,92.03,,,159.0,New York,0.0,15.0,0.0,2.9,33.0
8186.0,Norfolk Southern,100.0,135.0,5000,25259.0,4.0,258735.29,273031.99,,97.49,,7062.0,250.0,Chicago,0.0,65.0,1.0,7.5,47.0
8015.0,,300.0,77.0,2000,18249.0,17.0,,764230.82,Midwest,89.46,1900,330.0,358.0,Chicago,0.0,75.0,0.0,4.6,29.0
8782.0,BNSF,400.0,97.0,8000,32264.0,1.0,261959.56,775245.17,Midwest,90.8,1850,4264.0,196.0,Chicago,1.0,88.0,1.0,5.1,27.0
6214.0,,300.0,237.0,,33883.0,9.0,60138.5,686138.01,West,96.48,,5136.0,152.0,Chicago,1.0,73.0,0.0,1.4,3.0
9621.0,Union Pacific,400.0,133.0,5000,8000.0,11.0,338778.55,638586.25,Canada,71.72,1900,3681.0,227.0,,0.0,89.0,0.0,9.9,20.0
7938.0,Amtrak,200.0,112.0,2000,6869.0,19.0,170035.13,170426.03,,82.2,,6314.0,469.0,Atlanta,0.0,95.0,0.0,4.6,7.0
3988.0,Union Pacific,,51.0,2000,46955.0,11.0,493677.68,188094.35,Northeast,96.01,1850,5185.0,168.0,Chicago,0.0,47.0,0.0,6.8,46.0
6156.0,CSX,400.0,328.0,2000,17994.0,8.0,,652746.6,Canada,84.45,1950,9316.0,126.0,,1.0,97.0,0.0,1.9,16.0
6512.0,BNSF,400.0,100.0,8000,16025.0,4.0,144009.94,750913.86,Canada,87.89,1950,5572.0,277.0,New York,0.0,10.0,0.0,4.1,5.0
3350.0,Union Pacific,,275.0,8000,4315.0,17.0,,218745.93,,,1850,3095.0,413.0,Chicago,0.0,56.0,0.0,9.6,
4988.0,Amtrak,400.0,417.0,10000,49230.0,6.0,128501.4,318616.3,,61.0,1900,1129.0,53.0,Atlanta,0.0,60.0,0.0,1.7,49.0
3870.0,,400.0,129.0,5000,35528.0,0.0,366643.59,556102.75,Canada,61.84,,6293.0,249.0,,0.0,52.0,0.0,8.5,1.0
7487.0,,200.0,461.0,,44279.0,7.0,281826.81,267803.26,West,63.34,2000,1950.0,75.0,,0.0,52.0,0.0,8.4,20.0
3910.0,Canadian National,200.0,,,14548.0,2.0,112270.34,205818.37,Northeast,84.36,1850,976.0,,Los Angeles,0.0,53.0,0.0,4.4,24.0
5613.0,Union Pacific,100.0,255.0,10000,26122.0,19.0,230254.72,885075.81,Midwest,71.39,,1132.0,55.0,Los Angeles,0.0,68.0,0.0,7.9,23.0
3864.0,Norfolk Southern,100.0,165.0,,11595.0,19.0,297911.71,302289.01,West,72.23,2000,7099.0,219.0,New York,0.0,89.0,1.0,3.8,15.0
2017.0,BNSF,200.0,306.0,5000,11610.0,8.0,300266.13,148227.46,,73.94,,8816.0,73.0,New York,1.0,94.0,1.0,1.6,32.0
5690.0,,100.0,448.0,,29973.0,8.0,270559.13,915237.47,Northeast,73.48,1900,2551.0,65.0,Chicago,0.0,37.0,0.0,4.2,36.0
9373.0,CSX,,64.0,5000,12189.0,7.0,380036.23,151926.59,Northeast,97.5,1850,546.0,463.0,Chicago,0.0,62.0,0.0,3.2,36.0
7759.0,Union Pacific,300.0,266.0,8000,36459.0,11.0,212075.04,765635.32,Southeast,74.88,1850,196.0,274.0,,0.0,50.0,0.0,1.7,5.0
3451.0,Union Pacific,100.0,92.0,8000,43059.0,5.0,329129.0,894132.34,Northeast,80.27,1900,1219.0,396.0,Los Angeles,0.0,61.0,0.0,3.9,36.0
2952.0,BNSF,100.0,438.0,5000,20629.0,2.0,135118.6,445545.88,,85.67,1950,8957.0,454.0,New York,0.0,28.0,1.0,9.6,8.0
5700.0,Canadian National,400.0,152.0,,9014.0,5.0,487219.22,,West,99.26,1900,654.0,233.0,Chicago,0.0,28.0,0.0,6.3,28.0
9454.0,Union Pacific,400.0,430.0,8000,46968.0,3.0,157363.86,275338.47,Midwest,89.44,1850,7627.0,,Atlanta,1.0,46.0,0.0,6.9,2.0
7213.0,Union Pacific,300.0,343.0,5000,39352.0,19.0,437821.24,440200.8,Canada,,,2153.0,302.0,,0.0,23.0,1.0,4.4,18.0
1660.0,CSX,300.0,112.0,10000,49387.0,6.0,128605.73,501447.48,West,72.2,1850,4436.0,322.0,Atlanta,0.0,11.0,0.0,3.1,40.0
2315.0,Canadian National,400.0,280.0,8000,42862.0,1.0,483960.37,,Northeast,,,5961.0,143.0,,0.0,65.0,0.0,9.3,40.0
8381.0,CSX,400.0,287.0,,38731.0,15.0,493262.2,294551.66,West,89.48,1900,3188.0,,New York,0.0,64.0,0.0,6.5,14.0
3919.0,Norfolk Southern,400.0,476.0,,19467.0,,170698.9,436302.84,West,65.05,,6905.0,135.0,,0.0,46.0,0.0,6.9,7.0
3072.0,CSX,100.0,356.0,,48465.0,10.0,146937.23,430276.42,,88.65,,,101.0,,0.0,80.0,0.0,7.4,20.0
6442.0,,,299.0,,20895.0,13.0,385949.19,225022.68,,61.9,1900,1915.0,279.0,New York,0.0,79.0,0.0,5.7,8.0
,Norfolk Southern,300.0,127.0,10000,39880.0,19.0,356405.14,975449.95,Southeast,93.7,,5948.0,197.0,New York,1.0,42.0,0.0,,26.0
7625.0,CSX,,132.0,8000,2046.0,14.0,,895928.01,Southeast,92.39,1850,8267.0,323.0,,0.0,67.0,0.0,9.8,5.0
1815.0,Norfolk Southern,400.0,203.0,8000,,2.0,,900942.52,Southeast,91.39,1900,7984.0,485.0,Chicago,1.0,62.0,0.0,7.9,15.0
5777.0,Canadian National,100.0,279.0,10000,11267.0,11.0,301626.5,230345.72,,82.92,1950,2019.0,156.0,Los Angeles,0.0,86.0,0.0,9.7,45.0
5734.0,CSX,300.0,146.0,,48829.0,17.0,354325.7,537538.12,Canada,65.38,,4230.0,348.0,,0.0,74.0,0.0,1.4,14.0
4629.0,,400.0,223.0,,44558.0,7.0,,716826.61,Northeast,98.22,,8206.0,,Los Angeles,0.0,65.0,0.0,2.5,1.0
3753.0,BNSF,100.0,189.0,5000,40445.0,16.0,360578.31,139042.61,Canada,78.97,2000,6166.0,26.0,Atlanta,1.0,16.0,0.0,0.0,20.0
7505.0,CSX,300.0,142.0,10000,36004.0,16.0,231310.94,120093.67,Canada,,2000,,32.0,Chicago,0.0,85.0,0.0,7.7,48.0
